replicate,block,temp,rh,evap,tray_no,development_time,development_rate
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,7,0.14285714285714285
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,8,0.125
32-75-C-3,2,32,75,C,3,9,0.1111111111111111
32-75-C-3,2,32,75,C,3,10,0.1
32-75-C-3,2,32,75,C,3,11,0.09090909090909091
32-75-C-3,2,32,75,C,3,11,0.09090909090909091
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,6,0.16666666666666666
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,7,0.14285714285714285
32-75-E-1,2,32,75,E,1,8,0.125
32-75-E-1,2,32,75,E,1,8,0.125
32-75-E-1,2,32,75,E,1,8,0.125
32-75-E-1,2,32,75,E,1,8,0.125
32-75-E-1,2,32,75,E,1,8,0.125
32-75-E-1,2,32,75,E,1,8,0.125
32-75-E-1,2,32,75,E,1,8,0.125
32-75-E-1,2,32,75,E,1,9,0.1111111111111111
32-75-E-2,2,32,75,E,2,6,0.16666666666666666
32-75-E-2,2,32,75,E,2,6,0.16666666666666666
32-75-E-2,2,32,75,E,2,6,0.16666666666666666
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,7,0.14285714285714285
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,8,0.125
32-75-E-2,2,32,75,E,2,9,0.1111111111111111
32-75-E-2,2,32,75,E,2,9,0.1111111111111111
32-75-E-2,2,32,75,E,2,9,0.1111111111111111
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,6,0.16666666666666666
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,7,0.14285714285714285
32-75-E-3,2,32,75,E,3,8,0.125
32-75-E-3,2,32,75,E,3,8,0.125
32-75-E-3,2,32,75,E,3,8,0.125
32-75-E-3,2,32,75,E,3,8,0.125
32-75-E-3,2,32,75,E,3,8,0.125
32-75-E-3,2,32,75,E,3,8,0.125
32-75-E-3,2,32,75,E,3,9,0.1111111111111111
32-75-E-3,2,32,75,E,3,9,0.1111111111111111
32-75-E-3,2,32,75,E,3,9,0.1111111111111111
32-75-E-3,2,32,75,E,3,10,0.1
32-75-E-3,2,32,75,E,3,10,0.1
32-75-E-3,2,32,75,E,3,11,0.09090909090909091
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,8,0.125
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,9,0.1111111111111111
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,10,0.1
28-60-C-1,2,28,60,C,1,11,0.09090909090909091
28-60-C-1,2,28,60,C,1,11,0.09090909090909091
28-60-C-1,2,28,60,C,1,11,0.09090909090909091
28-60-C-1,2,28,60,C,1,11,0.09090909090909091
28-60-C-1,2,28,60,C,1,11,0.09090909090909091
28-60-C-1,2,28,60,C,1,12,0.08333333333333333
28-60-C-1,2,28,60,C,1,12,0.08333333333333333
28-60-C-1,2,28,60,C,1,12,0.08333333333333333
28-60-C-1,2,28,60,C,1,13,0.07692307692307693
28-60-C-1,2,28,60,C,1,13,0.07692307692307693
28-60-C-1,2,28,60,C,1,13,0.07692307692307693
28-60-C-1,2,28,60,C,1,16,0.0625
28-60-C-1,2,28,60,C,1,22,0.045454545454545456
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,8,0.125
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,9,0.1111111111111111
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,10,0.1
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,11,0.09090909090909091
28-60-C-2,2,28,60,C,2,12,0.08333333333333333
28-60-C-2,2,28,60,C,2,12,0.08333333333333333
28-60-C-2,2,28,60,C,2,12,0.08333333333333333
28-60-C-2,2,28,60,C,2,13,0.07692307692307693
28-60-C-2,2,28,60,C,2,13,0.07692307692307693
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,8,0.125
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
28-60-C-3,2,28,60,C,3,9,0.1111111111111111
