"Day","Date","Temperature","RH","Evaporation","Block","Tray","Pupae_count","Adult_count","Water_added(ml)","Dead","Exp.Day"
47,2022-01-22,28,60,"E",2,1,"0","0","0",NA,5
47,2022-01-22,28,60,"E",2,2,"0","0","0",NA,5
47,2022-01-22,28,60,"E",2,3,"0","0","0",NA,5
47,2022-01-22,24,45,"C",2,1,"0","0","200",NA,5
47,2022-01-22,24,45,"C",2,2,"0","0","300",NA,5
47,2022-01-22,24,45,"C",2,3,"0","0","150",NA,5
47,2022-01-22,24,45,"E",2,1,"na","na","na","Dead",5
47,2022-01-22,24,45,"E",2,2,"na","na","na","Dead",5
47,2022-01-22,24,45,"E",2,3,"na","na","na","Dead",5
47,2022-01-22,20,30,"C",2,1,"0","0","150",NA,5
47,2022-01-22,20,30,"C",2,2,"0","0","200",NA,5
47,2022-01-22,20,30,"C",2,3,"0","0","100",NA,5
47,2022-01-22,20,30,"E",2,1,"na","na","na","Dead",5
47,2022-01-22,20,30,"E",2,2,"na","na","na","Dead",5
47,2022-01-22,20,30,"E",2,3,"na","na","na","Dead",5
47,2022-01-22,16,90,"C",2,1,"0","0","0",NA,5
47,2022-01-22,16,90,"C",2,2,"0","0","0",NA,5
47,2022-01-22,16,90,"C",2,3,"0","0","0",NA,5
47,2022-01-22,16,90,"E",2,1,"0","0","0",NA,5
47,2022-01-22,16,90,"E",2,2,"0","0","0",NA,5
47,2022-01-22,16,90,"E",2,3,"0","0","0",NA,5
48,2022-01-23,16,60,"C",1,2,"0","0","0",NA,6
48,2022-01-23,16,60,"C",1,3,"0","0","0",NA,6
48,2022-01-23,16,60,"C",1,4,"0","0","0",NA,6
48,2022-01-23,38,90,"C",2,1,"0","0","0",NA,6
48,2022-01-23,38,90,"C",2,2,"0","0","0",NA,6
48,2022-01-23,38,90,"C",2,3,"0","0","0",NA,6
48,2022-01-23,38,90,"E",2,1,"0","0","0",NA,6
48,2022-01-23,38,90,"E",2,2,"0","0","0",NA,6
48,2022-01-23,38,90,"E",2,3,"0","0","0",NA,6
48,2022-01-23,35,60,"C",2,1,"38","33","100",NA,6
48,2022-01-23,35,60,"C",2,2,"31","27","200",NA,6
48,2022-01-23,35,60,"C",2,3,"59","11","150",NA,6
48,2022-01-23,35,60,"E",2,1,"39","44","0",NA,6
48,2022-01-23,35,60,"E",2,2,"37","37","0",NA,6
48,2022-01-23,35,60,"E",2,3,"7","39","0","plus3 and dead",6
48,2022-01-23,32,75,"C",2,1,"58","31","100",NA,6
48,2022-01-23,32,75,"C",2,2,"67","2","100",NA,6
48,2022-01-23,32,75,"C",2,3,"71","3","100",NA,6
48,2022-01-23,32,75,"E",2,1,"65","14","0",NA,6
48,2022-01-23,32,75,"E",2,2,"57","3","0",NA,6
48,2022-01-23,32,75,"E",2,3,"51","25","0",NA,6
48,2022-01-23,28,60,"C",2,1,"1","0","200",NA,6
48,2022-01-23,28,60,"C",2,2,"0","0","150",NA,6
48,2022-01-23,28,60,"C",2,3,"3","0","150",NA,6
48,2022-01-23,28,60,"E",2,1,"0","0","0","Dead",6
48,2022-01-23,28,60,"E",2,2,"0","0","0","Dead",6
48,2022-01-23,28,60,"E",2,3,"0","0","0","Dead",6
48,2022-01-23,24,45,"C",2,1,"0","0","200",NA,6
48,2022-01-23,24,45,"C",2,2,"0","0","350",NA,6
48,2022-01-23,24,45,"C",2,3,"0","0","300",NA,6
48,2022-01-23,20,30,"C",2,1,"0","0","150",NA,6
48,2022-01-23,20,30,"C",2,2,"0","0","150",NA,6
48,2022-01-23,20,30,"C",2,3,"0","0","250",NA,6
48,2022-01-23,16,90,"C",2,1,"0","0","0",NA,6
48,2022-01-23,16,90,"C",2,2,"0","0","0",NA,6
48,2022-01-23,16,90,"C",2,3,"0","0","0",NA,6
48,2022-01-23,16,90,"E",2,1,"0","0","0",NA,6
48,2022-01-23,16,90,"E",2,2,"0","0","0",NA,6
48,2022-01-23,16,90,"E",2,3,"0","0","0",NA,6
49,2022-01-24,16,60,"C",1,2,"0","0","0",NA,7
49,2022-01-24,16,60,"C",1,3,"0","0","0",NA,7
49,2022-01-24,16,60,"C",1,4,"0","0","0",NA,7
49,2022-01-24,38,90,"C",2,1,"0","0","100",NA,7
49,2022-01-24,38,90,"C",2,2,"0","0","100",NA,7
49,2022-01-24,38,90,"C",2,3,"0","0","100",NA,7
49,2022-01-24,38,90,"E",2,1,"0","0","0",NA,7
49,2022-01-24,38,90,"E",2,2,"0","0","0",NA,7
49,2022-01-24,38,90,"E",2,3,"0","0","0",NA,7
49,2022-01-24,35,60,"C",2,1,"4","32","100",NA,7
49,2022-01-24,35,60,"C",2,2,"0","29","300",NA,7
49,2022-01-24,35,60,"C",2,3,"1","52","150","2 dead",7
49,2022-01-24,35,60,"E",2,1,"na","35","0","Dead tray",7
49,2022-01-24,35,60,"E",2,2,"na","36","0","1 dead + dead tray",7
49,2022-01-24,35,60,"E",2,3,"na","4","0",NA,7
49,2022-01-24,32,75,"C",2,1,"5","53","100","Finished",7
49,2022-01-24,32,75,"C",2,2,"17","59","100",NA,7
49,2022-01-24,32,75,"C",2,3,"4","55","150","2 splat",7
49,2022-01-24,32,75,"E",2,1,"5","62","0",NA,7
49,2022-01-24,32,75,"E",2,2,"15","46","0",NA,7
49,2022-01-24,32,75,"E",2,3,"2","46","0","3 splat",7
49,2022-01-24,28,60,"C",2,1,"29","0","150",NA,7
49,2022-01-24,28,60,"C",2,2,"16","0","100",NA,7
49,2022-01-24,28,60,"C",2,3,"26","0","200",NA,7
49,2022-01-24,24,45,"C",2,1,"0","0","300",NA,7
49,2022-01-24,24,45,"C",2,2,"0","0","250",NA,7
49,2022-01-24,24,45,"C",2,3,"0","0","200",NA,7
49,2022-01-24,20,30,"C",2,1,"0","0","250",NA,7
49,2022-01-24,20,30,"C",2,2,"0","0","100",NA,7
49,2022-01-24,20,30,"C",2,3,"0","0","150",NA,7
49,2022-01-24,16,90,"C",2,1,"0","0","0",NA,7
49,2022-01-24,16,90,"C",2,2,"0","0","0",NA,7
49,2022-01-24,16,90,"C",2,3,"0","0","0",NA,7
49,2022-01-24,16,90,"E",2,1,"0","0","0",NA,7
49,2022-01-24,16,90,"E",2,2,"0","0","0",NA,7
49,2022-01-24,16,90,"E",2,3,"0","0","0",NA,7
50,2022-01-25,16,60,"C",1,2,"0","0","0",NA,8
50,2022-01-25,16,60,"C",1,3,"0","0","0",NA,8
50,2022-01-25,16,60,"C",1,4,"0","0","0",NA,8
50,2022-01-25,38,90,"C",2,1,"0","0","0",NA,8
50,2022-01-25,38,90,"C",2,2,"0","0","0",NA,8
50,2022-01-25,38,90,"C",2,3,"0","0","0",NA,8
50,2022-01-25,38,90,"E",2,1,"0","0","0",NA,8
50,2022-01-25,38,90,"E",2,2,"0","0","0",NA,8
50,2022-01-25,38,90,"E",2,3,"0","0","0",NA,8
50,2022-01-25,35,60,"C",2,1,"2","5","200",NA,8
50,2022-01-25,35,60,"C",2,2,"3","6","150",NA,8
50,2022-01-25,35,60,"C",2,3,"1","4","100",NA,8
50,2022-01-25,35,60,"E",2,1,"na","1","0","Finished",8
50,2022-01-25,35,60,"E",2,2,"na","1","0","Finished",8
50,2022-01-25,35,60,"E",2,3,"na","na","na","Finished",8
50,2022-01-25,32,75,"C",2,1,"na","11","na",NA,8
50,2022-01-25,32,75,"C",2,2,"2","20","100",NA,8
50,2022-01-25,32,75,"C",2,3,"2","17","100",NA,8
50,2022-01-25,32,75,"E",2,1,"1","7","0","Finished",8
50,2022-01-25,32,75,"E",2,2,"3","23","0",NA,8
50,2022-01-25,32,75,"E",2,3,"2","6","0",NA,8
50,2022-01-25,28,60,"C",2,1,"26","16","250",NA,8
50,2022-01-25,28,60,"C",2,2,"25","8","100",NA,8
50,2022-01-25,28,60,"C",2,3,"36","17","250",NA,8
50,2022-01-25,24,45,"C",2,1,"0","0","200",NA,8
50,2022-01-25,24,45,"C",2,2,"0","0","100",NA,8
50,2022-01-25,24,45,"C",2,3,"0","0","300",NA,8
50,2022-01-25,20,30,"C",2,1,"0","0","200",NA,8
50,2022-01-25,20,30,"C",2,2,"0","0","300",NA,8
50,2022-01-25,20,30,"C",2,3,"0","0","100",NA,8
50,2022-01-25,16,90,"C",2,1,"0","0","100",NA,8
50,2022-01-25,16,90,"C",2,2,"0","0","100",NA,8
50,2022-01-25,16,90,"C",2,3,"0","0","100",NA,8
50,2022-01-25,16,90,"E",2,1,"0","0","0",NA,8
50,2022-01-25,16,90,"E",2,2,"0","0","0",NA,8
50,2022-01-25,16,90,"E",2,3,"0","0","0",NA,8
51,2022-01-26,16,60,"C",1,2,"0","0","0",NA,9
51,2022-01-26,16,60,"C",1,3,"0","0","0",NA,9
51,2022-01-26,16,60,"C",1,4,"0","0","0",NA,9
51,2022-01-26,38,90,"C",2,1,"0","0","0",NA,9
51,2022-01-26,38,90,"C",2,2,"0","0","0",NA,9
51,2022-01-26,38,90,"C",2,3,"0","0","0",NA,9
51,2022-01-26,38,90,"E",2,1,"0","0","0",NA,9
51,2022-01-26,38,90,"E",2,2,"0","0","0",NA,9
51,2022-01-26,38,90,"E",2,3,"0","0","0",NA,9
51,2022-01-26,35,60,"C",2,1,"2","1","150",NA,9
51,2022-01-26,35,60,"C",2,2,"1","1","150",NA,9
51,2022-01-26,35,60,"C",2,3,"1","2","250",NA,9
51,2022-01-26,32,75,"C",2,1,"na","na","na","Finished",9
51,2022-01-26,32,75,"C",2,2,"0","5","150",NA,9
51,2022-01-26,32,75,"C",2,3,"1","1","100",NA,9
51,2022-01-26,32,75,"E",2,1,"na","1","na","Finished",9
51,2022-01-26,32,75,"E",2,2,"na","3","na","Dead tray",9
51,2022-01-26,32,75,"E",2,3,"4","3","0",NA,9
51,2022-01-26,28,60,"C",2,1,"10","32","150",NA,9
51,2022-01-26,28,60,"C",2,2,"16","32","250",NA,9
51,2022-01-26,28,60,"C",2,3,"5","42","200",NA,9
51,2022-01-26,24,45,"C",2,1,"0","0","200",NA,9
51,2022-01-26,24,45,"C",2,2,"0","0","350",NA,9
51,2022-01-26,24,45,"C",2,3,"0","0","250",NA,9
51,2022-01-26,20,30,"C",2,1,"0","0","150",NA,9
51,2022-01-26,20,30,"C",2,2,"0","0","200",NA,9
51,2022-01-26,20,30,"C",2,3,"0","0","300",NA,9
51,2022-01-26,16,90,"C",2,1,"0","0","0",NA,9
51,2022-01-26,16,90,"C",2,2,"0","0","0",NA,9
51,2022-01-26,16,90,"C",2,3,"0","0","0",NA,9
51,2022-01-26,16,90,"E",2,1,"0","0","0",NA,9
51,2022-01-26,16,90,"E",2,2,"0","0","0",NA,9
51,2022-01-26,16,90,"E",2,3,"0","0","0",NA,9
52,2022-01-27,16,60,"C",1,2,"0","0","0",NA,10
52,2022-01-27,16,60,"C",1,3,"0","0","0",NA,10
52,2022-01-27,16,60,"C",1,4,"0","0","0",NA,10
52,2022-01-27,38,90,"C",2,1,"0","0","0","DEAD",10
52,2022-01-27,38,90,"C",2,2,"0","0","0","DEAD",10
52,2022-01-27,38,90,"C",2,3,"0","0","0","DEAD",10
52,2022-01-27,38,90,"E",2,1,"0","0","0","DEAD",10
52,2022-01-27,38,90,"E",2,2,"0","0","0","DEAD",10
52,2022-01-27,38,90,"E",2,3,"0","0","0","DEAD",10
52,2022-01-27,35,60,"C",2,1,"0","1","150",NA,10
52,2022-01-27,35,60,"C",2,2,"0","0","150","2 dead adults",10
52,2022-01-27,35,60,"C",2,3,"0","1","150",NA,10
52,2022-01-27,32,75,"C",2,2,"2","0","100",NA,10
52,2022-01-27,32,75,"C",2,3,"3","1","100",NA,10
52,2022-01-27,32,75,"E",2,2,"na","1","na","Finished",10
52,2022-01-27,32,75,"E",2,3,"1","2","0","Finished tray",10
52,2022-01-27,28,60,"C",2,1,"4","12","200",NA,10
52,2022-01-27,28,60,"C",2,2,"5","10","200",NA,10
52,2022-01-27,28,60,"C",2,3,"2","9","150",NA,10
52,2022-01-27,24,45,"C",2,1,"10","0","200",NA,10
52,2022-01-27,24,45,"C",2,2,"8","0","350",NA,10
52,2022-01-27,24,45,"C",2,3,"0","0","250",NA,10
52,2022-01-27,20,30,"C",2,1,"0","0","250",NA,10
52,2022-01-27,20,30,"C",2,2,"0","0","100",NA,10
52,2022-01-27,20,30,"C",2,3,"0","0","150",NA,10
52,2022-01-27,16,90,"C",2,1,"0","0","0",NA,10
52,2022-01-27,16,90,"C",2,2,"0","0","0",NA,10
52,2022-01-27,16,90,"C",2,3,"0","0","0",NA,10
52,2022-01-27,16,90,"E",2,1,"0","0","0",NA,10
52,2022-01-27,16,90,"E",2,2,"0","0","0",NA,10
52,2022-01-27,16,90,"E",2,3,"0","0","0",NA,10
53,2022-01-28,16,60,"C",1,2,"0","0","0",NA,11
53,2022-01-28,16,60,"C",1,3,"0","0","0",NA,11
53,2022-01-28,16,60,"C",1,4,"0","0","0",NA,11
53,2022-01-28,35,60,"C",2,1,"0","0","200",NA,11
53,2022-01-28,35,60,"C",2,2,"0","0","200",NA,11
53,2022-01-28,35,60,"C",2,3,"0","0","250",NA,11
53,2022-01-28,32,75,"C",2,2,"1","2","100",NA,11
53,2022-01-28,32,75,"C",2,3,"0","2","100","1 dead",11
53,2022-01-28,32,75,"E",2,3,"na","1","na","Finished tray",11
53,2022-01-28,28,60,"C",2,1,"5","5","200",NA,11
53,2022-01-28,28,60,"C",2,2,"4","9","100",NA,11
53,2022-01-28,28,60,"C",2,3,"3","6","200",NA,11
53,2022-01-28,24,45,"C",2,1,"33","0","250",NA,11
53,2022-01-28,24,45,"C",2,2,"26","0","200",NA,11
53,2022-01-28,24,45,"C",2,3,"8","0","200",NA,11
53,2022-01-28,20,30,"C",2,1,"0","0","250",NA,11
53,2022-01-28,20,30,"C",2,2,"0","0","300",NA,11
53,2022-01-28,20,30,"C",2,3,"0","0","150",NA,11
53,2022-01-28,16,90,"C",2,1,"0","0","0",NA,11
53,2022-01-28,16,90,"C",2,2,"0","0","0",NA,11
53,2022-01-28,16,90,"C",2,3,"0","0","0",NA,11
53,2022-01-28,16,90,"E",2,1,"0","0","0",NA,11
53,2022-01-28,16,90,"E",2,2,"0","0","0",NA,11
53,2022-01-28,16,90,"E",2,3,"0","0","0",NA,11
54,2022-01-29,16,60,"C",1,2,"0","0","0",NA,12
54,2022-01-29,16,60,"C",1,3,"0","0","0","Dead",12
54,2022-01-29,16,60,"C",1,4,"0","0","0",NA,12
54,2022-01-29,35,60,"C",2,1,"0","0","200",NA,12
54,2022-01-29,35,60,"C",2,2,"0","0","200",NA,12
54,2022-01-29,35,60,"C",2,3,"0","0","250",NA,12
54,2022-01-29,32,75,"C",2,2,"na","2","na","Finished",12
54,2022-01-29,32,75,"C",2,3,"na","na","na","Dead/Finished",12
54,2022-01-29,32,75,"E",2,3,"na","1","na","Finished",12
54,2022-01-29,28,60,"C",2,1,"0","3","200",NA,12
54,2022-01-29,28,60,"C",2,2,"0","3","100",NA,12
54,2022-01-29,28,60,"C",2,3,"0","2","250",NA,12
54,2022-01-29,24,45,"C",2,1,"18","4","150",NA,12
54,2022-01-29,24,45,"C",2,2,"24","3","100",NA,12
54,2022-01-29,24,45,"C",2,3,"13","0","250",NA,12
54,2022-01-29,20,30,"C",2,1,"0","0","200",NA,12
54,2022-01-29,20,30,"C",2,2,"0","0","250",NA,12
54,2022-01-29,20,30,"C",2,3,"0","0","325",NA,12
54,2022-01-29,16,90,"C",2,1,"0","0","0",NA,12
54,2022-01-29,16,90,"C",2,2,"0","0","0",NA,12
54,2022-01-29,16,90,"C",2,3,"0","0","0",NA,12
54,2022-01-29,16,90,"E",2,1,"0","0","0",NA,12
54,2022-01-29,16,90,"E",2,2,"0","0","0",NA,12
54,2022-01-29,16,90,"E",2,3,"0","0","0",NA,12
55,2022-01-30,16,60,"C",1,2,"0","0","0",NA,13
55,2022-01-30,16,60,"C",1,4,"0","0","0",NA,13
55,2022-01-30,35,60,"C",2,1,"0","0","200",NA,13
55,2022-01-30,35,60,"C",2,2,"0","0","200",NA,13
55,2022-01-30,35,60,"C",2,3,"0","0","200",NA,13
55,2022-01-30,28,60,"C",2,1,"0","3","200",NA,13
55,2022-01-30,28,60,"C",2,2,"0","2","100",NA,13
55,2022-01-30,28,60,"C",2,3,"1","1","200",NA,13
55,2022-01-30,24,45,"C",2,1,"8","27","150",NA,13
55,2022-01-30,24,45,"C",2,2,"9","21","200",NA,13
55,2022-01-30,24,45,"C",2,3,"11","5","150",NA,13
55,2022-01-30,20,30,"C",2,1,"0","0","200",NA,13
55,2022-01-30,20,30,"C",2,2,"0","0","100",NA,13
55,2022-01-30,20,30,"C",2,3,"0","0","200",NA,13
55,2022-01-30,16,90,"C",2,1,"0","0","0",NA,13
55,2022-01-30,16,90,"C",2,2,"0","0","0",NA,13
55,2022-01-30,16,90,"C",2,3,"0","0","0",NA,13
55,2022-01-30,16,90,"E",2,1,"0","0","0",NA,13
55,2022-01-30,16,90,"E",2,2,"0","0","0",NA,13
55,2022-01-30,16,90,"E",2,3,"0","0","0",NA,13
56,2022-01-31,16,60,"C",1,2,"0","0","0",NA,14
56,2022-01-31,16,60,"C",1,4,"0","0","0",NA,14
56,2022-01-31,35,60,"C",2,1,"0","0","200",NA,14
56,2022-01-31,35,60,"C",2,2,"0","0","250",NA,14
56,2022-01-31,35,60,"C",2,3,"na","na","na","Dead",14
56,2022-01-31,28,60,"C",2,1,"0","0","100",NA,14
56,2022-01-31,28,60,"C",2,2,"0","0","250",NA,14
56,2022-01-31,28,60,"C",2,3,"0","0","150",NA,14
56,2022-01-31,24,45,"C",2,1,"9","27","100",NA,14
56,2022-01-31,24,45,"C",2,2,"6","32","150",NA,14
56,2022-01-31,24,45,"C",2,3,"6","13","100",NA,14
56,2022-01-31,20,30,"C",2,1,"0","0","250",NA,14
56,2022-01-31,20,30,"C",2,2,"0","0","250",NA,14
56,2022-01-31,20,30,"C",2,3,"0","0","100",NA,14
56,2022-01-31,16,90,"C",2,1,"0","0","100",NA,14
56,2022-01-31,16,90,"C",2,2,"0","0","100",NA,14
56,2022-01-31,16,90,"C",2,3,"0","0","100",NA,14
56,2022-01-31,16,90,"E",2,1,"0","0","0",NA,14
56,2022-01-31,16,90,"E",2,2,"0","0","0",NA,14
56,2022-01-31,16,90,"E",2,3,"0","0","0",NA,14
57,2022-02-01,16,60,"C",1,2,"0","0","0",NA,15
57,2022-02-01,16,60,"C",1,4,"na","na","na","Dead",15
57,2022-02-01,35,60,"C",2,1,"0","0","200",NA,15
57,2022-02-01,35,60,"C",2,2,"0","0","200",NA,15
57,2022-02-01,28,60,"C",2,1,"0","0","100",NA,15
57,2022-02-01,28,60,"C",2,2,"0","0","100",NA,15
57,2022-02-01,28,60,"C",2,3,"0","1","100",NA,15
57,2022-02-01,24,45,"C",2,1,"2","7","200",NA,15
57,2022-02-01,24,45,"C",2,2,"2","9","100",NA,15
57,2022-02-01,24,45,"C",2,3,"0","10","100",NA,15
57,2022-02-01,20,30,"C",2,1,"0","0","150",NA,15
57,2022-02-01,20,30,"C",2,2,"0","0","200",NA,15
57,2022-02-01,20,30,"C",2,3,"0","0","250",NA,15
57,2022-02-01,16,90,"C",2,1,"0","0","0",NA,15
57,2022-02-01,16,90,"C",2,2,"0","0","0",NA,15
57,2022-02-01,16,90,"C",2,3,"0","0","0",NA,15
57,2022-02-01,16,90,"E",2,1,"0","0","0",NA,15
57,2022-02-01,16,90,"E",2,2,"0","0","0",NA,15
57,2022-02-01,16,90,"E",2,3,"0","0","0",NA,15
58,2022-02-02,16,60,"C",1,2,"na","na","na","Dead",16
58,2022-02-02,35,60,"C",2,1,"0","0","150",NA,16
58,2022-02-02,35,60,"C",2,2,"0","0","150",NA,16
58,2022-02-02,28,60,"C",2,1,"0","0","150","1 splat",16
58,2022-02-02,28,60,"C",2,2,"3","0","100",NA,16
58,2022-02-02,28,60,"C",2,3,"1","0","250",NA,16
58,2022-02-02,24,45,"C",2,1,"1","11","100",NA,16
58,2022-02-02,24,45,"C",2,2,"1","6","200",NA,16
58,2022-02-02,24,45,"C",2,3,"0","9","300",NA,16
58,2022-02-02,20,30,"C",2,1,"0","0","300",NA,16
58,2022-02-02,20,30,"C",2,2,"0","0","150",NA,16
58,2022-02-02,20,30,"C",2,3,"0","0","200",NA,16
58,2022-02-02,16,90,"C",2,1,"0","0","0",NA,16
58,2022-02-02,16,90,"C",2,2,"0","0","0",NA,16
58,2022-02-02,16,90,"C",2,3,"0","0","0",NA,16
58,2022-02-02,16,90,"E",2,1,"0","0","0",NA,16
58,2022-02-02,16,90,"E",2,2,"0","0","0",NA,16
58,2022-02-02,16,90,"E",2,3,"0","0","0",NA,16
59,2022-02-03,35,60,"C",2,1,"0","0","200",NA,17
59,2022-02-03,35,60,"C",2,2,"0","0","200",NA,17
59,2022-02-03,28,60,"C",2,1,"0","0","200",NA,17
59,2022-02-03,28,60,"C",2,2,"0","0","150",NA,17
59,2022-02-03,28,60,"C",2,3,"0","1","300",NA,17
59,2022-02-03,24,45,"C",2,1,"1","2","100",NA,17
59,2022-02-03,24,45,"C",2,2,"0","2","250",NA,17
59,2022-02-03,24,45,"C",2,3,"0","0","150",NA,17
59,2022-02-03,20,30,"C",2,1,"0","0","300",NA,17
59,2022-02-03,20,30,"C",2,2,"0","0","300",NA,17
59,2022-02-03,20,30,"C",2,3,"5","0","200",NA,17
59,2022-02-03,16,90,"C",2,1,"0","0","100",NA,17
59,2022-02-03,16,90,"C",2,2,"0","0","100",NA,17
59,2022-02-03,16,90,"C",2,3,"0","0","100",NA,17
59,2022-02-03,16,90,"E",2,1,"0","0","0",NA,17
59,2022-02-03,16,90,"E",2,2,"0","0","0",NA,17
59,2022-02-03,16,90,"E",2,3,"0","0","0",NA,17
60,2022-02-04,35,60,"C",2,1,"0","0","0",NA,18
60,2022-02-04,35,60,"C",2,2,"0","0","0",NA,18
60,2022-02-04,28,60,"C",2,1,"0","0","0",NA,18
60,2022-02-04,28,60,"C",2,2,"0","0","0",NA,18
60,2022-02-04,28,60,"C",2,3,"0","0","0",NA,18
60,2022-02-04,24,45,"C",2,1,"0","0","0",NA,18
60,2022-02-04,24,45,"C",2,2,"0","0","0",NA,18
60,2022-02-04,24,45,"C",2,3,"0","0","0",NA,18
60,2022-02-04,20,30,"C",2,1,"0","0","0",NA,18
60,2022-02-04,20,30,"C",2,2,"0","0","0",NA,18
60,2022-02-04,20,30,"C",2,3,"0","0","0",NA,18
60,2022-02-04,16,90,"C",2,1,"0","0","0",NA,18
60,2022-02-04,16,90,"C",2,2,"0","0","0",NA,18
60,2022-02-04,16,90,"C",2,3,"0","0","0",NA,18
60,2022-02-04,16,90,"E",2,1,"0","0","0",NA,18
60,2022-02-04,16,90,"E",2,2,"0","0","0",NA,18
60,2022-02-04,16,90,"E",2,3,"0","0","0",NA,18
61,2022-02-05,35,60,"C",2,1,"na","na","na","Dead",19
61,2022-02-05,35,60,"C",2,2,"na","na","na","Dead",19
61,2022-02-05,28,60,"C",2,1,"0","0","100",NA,19
61,2022-02-05,28,60,"C",2,2,"0","0","350",NA,19
61,2022-02-05,28,60,"C",2,3,"0","0","200",NA,19
61,2022-02-05,24,45,"C",2,1,"2","1","150",NA,19
61,2022-02-05,24,45,"C",2,2,"5","1","na","Finished tray",19
61,2022-02-05,24,45,"C",2,3,"1","0","250",NA,19
61,2022-02-05,20,30,"C",2,1,"7","0","325",NA,19
61,2022-02-05,20,30,"C",2,2,"7","0","450",NA,19
61,2022-02-05,20,30,"C",2,3,"15","0","600",NA,19
61,2022-02-05,16,90,"C",2,1,"0","0","0",NA,19
61,2022-02-05,16,90,"C",2,2,"0","0","0",NA,19
61,2022-02-05,16,90,"C",2,3,"0","0","0",NA,19
61,2022-02-05,16,90,"E",2,1,"0","0","0",NA,19
61,2022-02-05,16,90,"E",2,2,"0","0","0",NA,19
61,2022-02-05,16,90,"E",2,3,"0","0","0",NA,19
62,2022-02-06,28,60,"C",2,1,"0","0","200",NA,20
62,2022-02-06,28,60,"C",2,2,"0","0","150",NA,20
62,2022-02-06,28,60,"C",2,3,"0","0","150",NA,20
62,2022-02-06,24,45,"C",2,1,"0","0","200",NA,20
62,2022-02-06,24,45,"C",2,2,"na","3","na","Finished tray",20
62,2022-02-06,24,45,"C",2,3,"0","0","150",NA,20
62,2022-02-06,20,30,"C",2,1,"3","0","300",NA,20
62,2022-02-06,20,30,"C",2,2,"1","0","100",NA,20
62,2022-02-06,20,30,"C",2,3,"4","0","250",NA,20
62,2022-02-06,16,90,"C",2,1,"0","0","0",NA,20
62,2022-02-06,16,90,"C",2,2,"0","0","0",NA,20
62,2022-02-06,16,90,"C",2,3,"0","0","0",NA,20
62,2022-02-06,16,90,"E",2,1,"0","0","0",NA,20
62,2022-02-06,16,90,"E",2,2,"0","0","0",NA,20
62,2022-02-06,16,90,"E",2,3,"0","0","0",NA,20
63,2022-02-07,28,60,"C",2,1,"1","0","100",NA,21
63,2022-02-07,28,60,"C",2,2,"0","0","100",NA,21
63,2022-02-07,28,60,"C",2,3,"0","0","100",NA,21
63,2022-02-07,24,45,"C",2,1,"0","0","300",NA,21
63,2022-02-07,24,45,"C",2,2,"na","1","na","Finished",21
63,2022-02-07,24,45,"C",2,3,"0","0","150",NA,21
63,2022-02-07,20,30,"C",2,1,"7","1","250",NA,21
63,2022-02-07,20,30,"C",2,2,"6","0","150",NA,21
63,2022-02-07,20,30,"C",2,3,"2","4","300",NA,21
63,2022-02-07,16,90,"C",2,1,"0","0","100",NA,21
63,2022-02-07,16,90,"C",2,2,"2","0","100",NA,21
63,2022-02-07,16,90,"C",2,3,"8","0","100",NA,21
63,2022-02-07,16,90,"E",2,1,"0","0","0",NA,21
63,2022-02-07,16,90,"E",2,2,"0","0","0",NA,21
63,2022-02-07,16,90,"E",2,3,"0","0","0",NA,21
63,2022-02-07,38,90,"C",2.5,4,"0","0","0",NA,21
63,2022-02-07,38,90,"C",2.5,5,"0","0","0",NA,0
63,2022-02-07,38,90,"C",2.5,6,"0","0","0",NA,0
63,2022-02-07,38,90,"C",2.5,7,"0","0","0",NA,0
63,2022-02-07,38,90,"C",2.5,8,"0","0","0",NA,0
63,2022-02-07,38,90,"C",2.5,9,"0","0","0",NA,0
63,2022-02-07,38,90,"E",2.5,4,"0","0","0",NA,0
63,2022-02-07,38,90,"E",2.5,5,"0","0","0",NA,0
63,2022-02-07,38,90,"E",2.5,6,"0","0","0",NA,0
64,2022-02-08,28,60,"C",2,1,"0","1","100",NA,22
64,2022-02-08,28,60,"C",2,2,"0","0","200",NA,22
64,2022-02-08,28,60,"C",2,3,"0","0","200",NA,22
64,2022-02-08,24,45,"C",2,1,"0","0","150",NA,22
64,2022-02-08,24,45,"C",2,3,"0","0","150",NA,22
64,2022-02-08,20,30,"C",2,1,"2","4","100",NA,22
64,2022-02-08,20,30,"C",2,2,"1","2","250",NA,22
64,2022-02-08,20,30,"C",2,3,"7","8","150",NA,22
64,2022-02-08,16,90,"C",2,1,"0","0","0",NA,22
64,2022-02-08,16,90,"C",2,2,"10","0","0",NA,22
64,2022-02-08,16,90,"C",2,3,"5","0","0",NA,22
64,2022-02-08,16,90,"E",2,1,"7","0","0",NA,22
64,2022-02-08,16,90,"E",2,2,"5","0","0",NA,22
64,2022-02-08,16,90,"E",2,3,"6","0","0",NA,22
64,2022-02-08,38,90,"C",2.5,4,"0","0","0",NA,1
64,2022-02-08,38,90,"C",2.5,5,"0","0","0",NA,1
64,2022-02-08,38,90,"C",2.5,6,"0","0","0",NA,1
64,2022-02-08,38,90,"C",2.5,7,"0","0","0",NA,1
64,2022-02-08,38,90,"C",2.5,8,"0","0","0",NA,1
64,2022-02-08,38,90,"C",2.5,9,"0","0","0",NA,1
